Dates,Betafolio 0,Betafolio 10,Betafolio 20,Betafolio 30,Betafolio 40,Betafolio 50,Betafolio 60,Betafolio 70,Betafolio 80,Betafolio 90,Betafolio 100,Inflation
01/12/1940,0.015193082,0.013807131,0.01242232,0.011036369,0.009650417,0.008265606,0.006878515,0.005493704,0.004107519,0.002721801,0.00133699,0.015625
01/01/1941,-0.000796813,-0.000857595,-0.000918497,-0.000979279,-0.001040062,-0.001100963,-0.001161626,-0.001222528,-0.001283889,-0.001344093,-0.001404995,0.005128205
01/02/1941,0.008554377,0.007272828,0.005992562,0.004711013,0.003429464,0.002149198,0.000866366,-0.0004139,-0.001692942,-0.002976997,-0.004257263,0.005102041
01/03/1941,0.017807759,0.019009332,0.020210515,0.021412088,0.022613662,0.023814845,0.025016808,0.026217992,0.027424424,0.028621138,0.029822321,0
01/04/1941,-0.002849117,-0.001504771,-0.000158978,0.001185369,0.002529715,0.003875508,0.005218407,0.006564201,0.007915628,0.009252893,0.010598687,0.005076142
01/05/1941,0.00375499,0.00550245,0.007249523,0.008996983,0.010744442,0.012491516,0.014239361,0.015986435,0.0177324,0.019481354,0.021228427,0.01010101
01/06/1941,0.012610549,0.014856901,0.017103636,0.019349988,0.02159634,0.023843075,0.026089045,0.028335779,0.030581119,0.032828484,0.035075218,0
01/07/1941,-0.001521196,0.003741707,0.009004195,0.014267097,0.01953,0.024792488,0.030055806,0.035318294,0.04057463,0.0458441,0.051106588,-0.005
01/08/1941,-0.001383782,0.001718922,0.004821233,0.007923937,0.011026642,0.014128953,0.017232051,0.020334362,0.023438917,0.026539771,0.029642082,0
01/09/1941,0.008652874,0.008677353,0.008701616,0.008726095,0.008750574,0.008774838,0.008799532,0.008823796,0.008849102,0.008872753,0.008897017,0
01/10/1941,0.006390513,0.003703713,0.001016936,-0.001669864,-0.004356664,-0.007043442,-0.009730264,-0.012417041,-0.015105658,-0.017790641,-0.020477419,0
01/11/1941,0.000652621,0.001166481,0.001680532,0.002194392,0.002708252,0.003222303,0.003735973,0.004250024,0.004761831,0.005277744,0.005791795,0.005025126
01/12/1941,0.009174442,0.006802163,0.004430981,0.002058703,-0.000313576,-0.002684758,-0.005058133,-0.007429315,-0.00979647,-0.012173872,-0.014545054,0.005
01/01/1942,0.005814598,0.008033317,0.010252536,0.012471255,0.014689973,0.016909192,0.01912741,0.021346629,0.023564151,0.025784067,0.028003286,-0.004975124
01/02/1942,-0.0010244,-0.001593385,-0.002162337,-0.002731322,-0.003300306,-0.003869259,-0.004438275,-0.005007228,-0.005573006,-0.006145197,-0.006714149,0
01/03/1942,0.004367229,0.002723361,0.001079395,-0.000564473,-0.002208341,-0.003852308,-0.005496077,-0.007140044,-0.008781626,-0.010427779,-0.012071746,0
01/04/1942,0.001396908,0.001418066,0.00143887,0.001460028,0.001481186,0.001501991,0.001523502,0.001544307,0.001566982,0.001586622,0.001607427,-0.005
01/05/1942,0.005877508,0.007513317,0.009148514,0.010784323,0.012420132,0.014055328,0.01569175,0.017326946,0.018962268,0.020598564,0.02223376,0.005025126
01/06/1942,0.002410113,0.002702731,0.002995803,0.003288421,0.003581039,0.003874111,0.004166275,0.004459347,0.00475134,0.005044583,0.005337655,-0.005
01/07/1942,0.002777184,0.004748164,0.006719283,0.008690263,0.010661243,0.012632362,0.014603203,0.016574322,0.01854294,0.020516282,0.022487401,0.005025126
01/08/1942,0.003087128,0.006053234,0.009018879,0.011984985,0.014951091,0.017916737,0.020883304,0.023848949,0.026815588,0.029781161,0.032746807,0.005
01/09/1942,0.000984887,0.002886986,0.004789139,0.006691238,0.008593337,0.010495491,0.012397535,0.014299689,0.016199583,0.018103887,0.020006041,-0.004975124
01/10/1942,0.002925307,0.00680126,0.010677279,0.014553232,0.018429185,0.022305204,0.02618109,0.03005711,0.033928259,0.037809015,0.041685034,0
01/11/1942,-0.000261923,-0.000703698,-0.001145605,-0.00158738,-0.002029155,-0.002471062,-0.002912704,-0.003354611,-0.00379977,-0.004238161,-0.004680068,0
01/12/1942,0.004301318,-4.93E-05,-0.004399911,-0.00875057,-0.013101229,-0.0174518,-0.021802548,-0.026153118,-0.030517111,-0.034854436,-0.039205007,0
01/01/1943,0.006192577,0.010818353,0.015443578,0.020069354,0.02469513,0.029320356,0.033946682,0.038571908,0.043194433,0.04782346,0.052448685,-0.005
01/02/1943,0.000301901,0.003846203,0.0073911,0.010935402,0.014479705,0.018024601,0.021568309,0.025113206,0.02865634,0.03220181,0.035746707,0
01/03/1943,0.004934668,0.007766711,0.010599307,0.01343135,0.016263393,0.019095989,0.021927479,0.024760075,0.027588351,0.030424161,0.033256757,0
01/04/1943,0.00042696,0.001346537,0.002266738,0.003186316,0.004105894,0.005026095,0.00594505,0.00686525,0.007784504,0.008704406,0.009624607,-0.005025126
01/05/1943,0.002554472,0.005195362,0.007837009,0.010477898,0.013118787,0.015760434,0.018400566,0.021042213,0.023681972,0.026323992,0.028965639,0.005050505
01/06/1943,0.002601621,0.003716224,0.004831124,0.005945727,0.007060329,0.008175229,0.009289535,0.010404434,0.011520724,0.01263364,0.01374854,-0.005025126
01/07/1943,0.001981824,0.001180152,0.000378497,-0.000423175,-0.001224846,-0.002026501,-0.002828189,-0.003629844,-0.004430429,-0.005233187,-0.006034843,0.01010101
01/08/1943,0.002340349,0.003426766,0.004512973,0.00559939,0.006685806,0.007772013,0.00885864,0.009944847,0.011031215,0.01211768,0.013203887,-0.005
01/09/1943,0.00480816,0.006648438,0.008488397,0.010328675,0.012168952,0.014008911,0.015849508,0.017689467,0.01953026,0.021370023,0.023209982,-0.005025126
01/10/1943,0.002542257,0.002075577,0.001608715,0.001142034,0.000675354,0.000208492,-0.000258007,-0.000724869,-0.001191098,-0.001658229,-0.002125092,0.005050505
01/11/1943,-0.022336093,-0.022971379,-0.02361067,-0.024245956,-0.024881242,-0.025520533,-0.026151813,-0.026791104,-0.027428149,-0.028061676,-0.028700967,0
01/12/1943,0.001591809,0.004860733,0.008129802,0.011398726,0.01466765,0.01793672,0.021205498,0.024474568,0.027742005,0.031012415,0.034281485,0
01/01/1944,0.006061288,0.006288157,0.006515842,0.006742712,0.006969581,0.007197266,0.007423319,0.007651004,0.007875159,0.008104743,0.008332428,-1.21E-16
01/02/1944,0.007439933,0.007362164,0.007285139,0.00720737,0.007129601,0.007052576,0.006974063,0.006897038,0.006819524,0.0067415,0.006664475,0.005025126
01/03/1944,0.003481646,0.004856231,0.006230584,0.007605169,0.008979754,0.010354107,0.011728923,0.013103276,0.014476858,0.015852445,0.017226798,0
01/04/1944,0.001439894,0.001326754,0.001213455,0.001100314,0.000987174,0.000873875,0.000760893,0.000647594,0.000534983,0.000421313,0.000308014,0
01/05/1944,0.003585154,0.006792948,0.010000999,0.013208793,0.016416587,0.019624638,0.022832175,0.026040226,0.029246954,0.032455814,0.035663865,0
01/06/1944,0.003492325,0.0078873,0.012282706,0.016677682,0.021072657,0.025468063,0.029862608,0.034258014,0.038653464,0.043047965,0.047443371,0
01/07/1944,0.003125221,0.00416072,0.005196314,0.006231812,0.00726731,0.008302904,0.009338307,0.010373901,0.011410364,0.012444898,0.013480492,0.005
01/08/1944,0.004584028,0.005601505,0.006618831,0.007636307,0.008653783,0.009671109,0.010688735,0.011706062,0.012724783,0.013741014,0.01475834,0.004975124
01/09/1944,0.002536758,0.000999214,-0.000538512,-0.002076055,-0.003613598,-0.005151325,-0.006688685,-0.008226411,-0.009765944,-0.011301497,-0.012839224,1.20E-16
01/10/1944,0.005561624,-0.003208071,-0.0119774,-0.020747095,-0.02951679,-0.038286118,-0.04705618,-0.055825509,-0.064614055,-0.073364899,-0.082134227,-0.004950495
01/11/1944,-0.000600628,-0.000972392,-0.001344432,-0.001716196,-0.00208796,-0.00246,-0.002831487,-0.003203528,-0.003580788,-0.003947055,-0.004319096,0
01/12/1944,0.003712608,0.005631155,0.007550072,0.00946862,0.011387167,0.013306085,0.015224261,0.017143179,0.019059867,0.020980273,0.022899191,-1.20E-16
01/01/1945,0.004437102,0.006029,0.007621097,0.009212995,0.010804892,0.01239699,0.013988687,0.015580784,0.017172537,0.018764579,0.020356677,0.004975124
01/02/1945,0.003909488,0.006476632,0.009043529,0.011610673,0.014177818,0.016744715,0.019312108,0.021879004,0.024444233,0.027013294,0.02958019,0
01/03/1945,0.005070196,0.002970915,0.000871364,-0.001227917,-0.003327197,-0.005426748,-0.007525759,-0.00962531,-0.011724686,-0.013823871,-0.015923422,0
01/04/1945,0.003533413,0.00652325,0.009513709,0.012503546,0.015493382,0.018483842,0.021473055,0.024463514,0.027451523,0.030443187,0.033433647,1.20E-16
01/05/1945,-0.000911806,-0.001623107,-0.002334544,-0.003045845,-0.003757146,-0.004468584,-0.005179748,-0.005891186,-0.006603023,-0.007313787,-0.008025225,0.004950495
01/06/1945,0.005545636,0.006105241,0.006665212,0.007224817,0.007784422,0.008344394,0.008903632,0.009463604,0.010020701,0.010582814,0.011142786,0.004926108
01/07/1945,0.002741566,0.000448645,-0.00184405,-0.00413697,-0.006429891,-0.008722586,-0.011015732,-0.013308427,-0.015600269,-0.017894268,-0.020186963,0.014705882
01/08/1945,0.002886609,0.006664558,0.010442292,0.014220241,0.01799819,0.021775923,0.025554088,0.029331821,0.033112244,0.036887719,0.040665453,-0.009661836
01/09/1945,0.006078635,0.008039556,0.010000639,0.011961559,0.01392248,0.015883563,0.01784432,0.019805403,0.021764855,0.023727244,0.025688327,-0.009756098
01/10/1945,0.00451355,0.006894417,0.00927531,0.011656177,0.014037045,0.016417937,0.01879878,0.021179673,0.023557488,0.025941408,0.0283223,0
01/11/1945,0.00150529,0.003340338,0.00517589,0.007010938,0.008845986,0.010681538,0.012516082,0.014351634,0.016183532,0.01802173,0.019857282,0
01/12/1945,0.000548415,0.000390628,0.000232366,7.46E-05,-8.32E-05,-0.00024147,-0.000398781,-0.000557043,-0.000716239,-0.000872617,-0.001030879,0
01/01/1946,0.011190157,0.002531093,-0.006129718,-0.014788782,-0.023447846,-0.032108658,-0.040765974,-0.049426786,-0.058112651,-0.066744914,-0.075405725,0
01/02/1946,0.001058592,-0.00155255,-0.0041648,-0.006775942,-0.009387084,-0.011999334,-0.014609367,-0.017221617,-0.019834194,-0.022443901,-0.025056151,0
01/03/1946,0.002886275,0.005141413,0.0073958,0.009650938,0.011906076,0.014160463,0.016416353,0.01867074,0.020925789,0.023181016,0.025435403,0
01/04/1946,0.009718545,0.011791904,0.013863468,0.015936827,0.018010186,0.02008175,0.022156904,0.024228468,0.026298888,0.028375187,0.030446751,0
01/05/1946,0.000149891,0.004093088,0.008037722,0.011980919,0.015924116,0.01986875,0.023810509,0.027755143,0.031698545,0.035641537,0.039586171,0.004926108
01/06/1946,0.004608731,0.001525942,-0.001556334,-0.004639122,-0.007721911,-0.010804187,-0.013887488,-0.016969764,-0.020051274,-0.023135341,-0.026217617,-0.004901961
01/07/1946,0.003689807,0.002677695,0.001665245,0.000653133,-0.000358978,-0.001371429,-0.002383202,-0.003395652,-0.004406237,-0.005419876,-0.006432326,0.009852217
01/08/1946,0.002408913,0.000386914,-0.001635433,-0.003657431,-0.00567943,-0.007701777,-0.009723428,-0.011745774,-0.013767706,-0.015789772,-0.017812118,1.18E-16
01/09/1946,0.003293746,-0.001978141,-0.007251146,-0.012523034,-0.017794922,-0.023067926,-0.028338697,-0.033611702,-0.038881632,-0.044155478,-0.049428482,-0.009756098
01/10/1946,0.00997818,0.010413473,0.010847076,0.01128237,0.011717663,0.012151266,0.012588251,0.013021854,0.013457453,0.013892441,0.014326044,0
01/11/1946,0.001420841,0.001832866,0.002244237,0.002656262,0.003068287,0.003479658,0.003892337,0.004303708,0.00471169,0.005127758,0.005539129,0
01/12/1946,-0.000607212,0.003140281,0.006888416,0.010635909,0.014383403,0.018131538,0.02187839,0.025626525,0.02937575,0.033121512,0.036869647,0.004926108
01/01/1947,0.006016689,0.007421946,0.008826243,0.0102315,0.011636758,0.013041055,0.014447272,0.015851569,0.017257653,0.018662083,0.020066381,0
01/02/1947,-0.004293232,-0.004361356,-0.004428327,-0.00449645,-0.004564574,-0.004631544,-0.004700821,-0.004767791,-0.004833361,-0.004904038,-0.004971009,-0.004901961
01/03/1947,-0.003581052,-0.002630064,-0.001677682,-0.000726694,0.000224294,0.001176677,0.00212627,0.003078652,0.004033764,0.004980628,0.005933011,0.004926108
01/04/1947,0.003140667,0.002552078,0.001962893,0.001374304,0.000785716,0.000196531,-0.000391461,-0.000980646,-0.001567521,-0.002157824,-0.002747009,-0.004901961
01/05/1947,0.002727182,0.001900159,0.001072839,0.000245817,-0.000581206,-0.001408526,-0.002235251,-0.003062571,-0.003890466,-0.004716616,-0.005543936,0
01/06/1947,-0.005263893,-0.003317143,-0.001369073,0.000577677,0.002524426,0.004472497,0.006417926,0.008365996,0.010312348,0.012259495,0.014207565,0
01/07/1947,-0.014230238,-0.012035197,-0.009836762,-0.007641722,-0.005446681,-0.003248246,-0.0010566,0.001141835,0.003340445,0.005531916,0.007730351,0.006920415
01/08/1947,0.009915766,0.007402602,0.004887354,0.00237419,-0.000138974,-0.002654221,-0.005165301,-0.007680549,-0.010190218,-0.012706877,-0.015222125,-0.006872852
01/09/1947,-0.003349304,-0.003554909,-0.003759689,-0.003965294,-0.004170899,-0.004375679,-0.004582109,-0.004786889,-0.004995442,-0.005198099,-0.005402878,0.006920415
01/10/1947,0.022041508,0.020142848,0.018239012,0.016340352,0.014441692,0.012537856,0.010644371,0.008740535,0.006835632,0.004943215,0.003039379,0.006872852
01/11/1947,-0.021042035,-0.018775995,-0.016505506,-0.014239466,-0.011973425,-0.009702936,-0.007441345,-0.005170856,-0.002903266,-0.000638775,0.001631714,0.020477816
01/12/1947,-0.012553824,-0.00921473,-0.005873292,-0.002534198,0.000804896,0.004146334,0.007483083,0.010824521,0.014161804,0.017502709,0.020844147,0.003344482
01/01/1948,-0.011225679,-0.010915139,-0.010601474,-0.010290934,-0.009980394,-0.009666729,-0.009359314,-0.009045649,-0.008732622,-0.00842457,-0.008110905,0.003333333
01/02/1948,0.001106431,-0.003765331,-0.008636926,-0.013508688,-0.01838045,-0.023252046,-0.028123974,-0.03299557,-0.03786483,-0.042739093,-0.047610689,0.019933555
01/03/1948,-0.006572643,-0.00141783,0.003738881,0.008893693,0.014048506,0.019205217,0.024358131,0.029514843,0.034669177,0.039824468,0.044981179,0.003257329
01/04/1948,-1.40E-05,0.003013048,0.006040319,0.009067347,0.012094375,0.015121647,0.018148432,0.021175703,0.024203052,0.027229759,0.03025703,0.012987013
01/05/1948,0.004427681,0.007775776,0.01112429,0.014472385,0.01782048,0.021168994,0.02451667,0.027865184,0.031213912,0.034561374,0.037909888,0
01/06/1948,0.013478058,0.010881533,0.008281394,0.005684869,0.003088345,0.000488205,-0.002104704,-0.004704843,-0.007301443,-0.009897892,-0.012498031,0.016025641
01/07/1948,-0.013445625,-0.017328082,-0.021207358,-0.025089815,-0.028972272,-0.032851548,-0.036737185,-0.040616462,-0.044502147,-0.048381375,-0.052260652,-0.015772871
01/08/1948,0.000179287,-0.00066344,-0.00150565,-0.002348377,-0.003191104,-0.004033314,-0.004876557,-0.005718768,-0.006564081,-0.007404221,-0.008246432,0
01/09/1948,0.016895528,0.013347076,0.009795542,0.00624709,0.002698638,-0.000852896,-0.004398267,-0.007949801,-0.01150277,-0.015046705,-0.018598239,0.003205128
01/10/1948,0.002616838,0.006481427,0.010345567,0.014210157,0.018074746,0.021938886,0.025803925,0.029668065,0.033535064,0.037397244,0.041261384,0
01/11/1948,0.008349916,0.003103955,-0.002143145,-0.007389106,-0.012635066,-0.017882166,-0.023126987,-0.028374087,-0.033623476,-0.038866008,-0.044113109,0.003194888
01/12/1948,0.002074403,0.002184192,0.00229441,0.002404199,0.002513988,0.002624206,0.002733566,0.002843783,0.002955909,0.003063361,0.003173579,0.003184713
01/01/1949,0.007105486,0.006803161,0.006499899,0.006197574,0.005895249,0.005591987,0.005290599,0.004987337,0.004683231,0.004382688,0.004079425,0
01/02/1949,0.001434956,-0.0007234,-0.002881541,-0.005039897,-0.007198253,-0.009356394,-0.011514965,-0.013673106,-0.015829704,-0.017989818,-0.020147959,0
01/03/1949,0.002426502,0.002751673,0.003076972,0.003402144,0.003727315,0.004052614,0.004377658,0.004702957,0.005029125,0.0053533,0.005678599,0
01/04/1949,0.009615118,0.00814717,0.006677834,0.005209885,0.003741937,0.002272601,0.00080604,-0.000663296,-0.002132001,-0.003599193,-0.005068529,0
01/05/1949,-0.007568866,-0.011136549,-0.014701895,-0.018269577,-0.02183726,-0.025402605,-0.028972625,-0.03253797,-0.036103199,-0.039673335,-0.043238681,0.019230769
01/06/1949,-0.016836729,-0.017537354,-0.018233159,-0.018933784,-0.019634409,-0.020330214,-0.02103566,-0.021731464,-0.02242488,-0.023132715,-0.023828519,0
01/07/1949,-0.013144503,-0.006816018,-0.000483524,0.005844961,0.012173446,0.01850594,0.024830417,0.03116291,0.037495898,0.043819881,0.050152374,0
01/08/1949,-0.003525798,-0.002259195,-0.000991045,0.000275558,0.001542161,0.002810312,0.004075367,0.005343518,0.006611254,0.007876724,0.009144874,0.018867925
01/09/1949,0.094092616,0.120397954,0.146715798,0.173021136,0.199326474,0.225644318,0.251937149,0.278254993,0.304589681,0.330865669,0.357183513,0
01/10/1949,-0.01996976,-0.017337131,-0.014699018,-0.012066389,-0.009433761,-0.006795648,-0.004168504,-0.001530391,0.001110062,0.003734866,0.00637298,0
01/11/1949,0.027341358,0.024846153,0.022344096,0.019848891,0.017353687,0.014851629,0.012363278,0.00986122,0.007358445,0.004870811,0.002368754,0
01/12/1949,-0.009211731,-0.005102874,-0.000990686,0.003118171,0.007227029,0.011339216,0.015444744,0.019556931,0.0236678,0.027774646,0.031886834,0.018518519
01/01/1950,-0.002085886,-0.000453311,0.001178139,0.002810713,0.004443287,0.006074738,0.007708435,0.009339886,0.010973261,0.012605034,0.014236484,0
01/02/1950,-0.010772857,-0.008615732,-0.006455653,-0.004298527,-0.002141402,1.87E-05,0.002172849,0.004332928,0.006492087,0.008647179,0.010807258,0
01/03/1950,0.009143637,0.009284781,0.009423908,0.009565052,0.009706197,0.009845323,0.009988486,0.010127612,0.010268192,0.010409901,0.010549028,0
01/04/1950,0.001566472,0.00424524,0.006923691,0.009602459,0.012281227,0.014959678,0.017638763,0.020317214,0.022997006,0.025674751,0.028353201,0
01/05/1950,0.010159431,0.011734063,0.013306641,0.014881272,0.016455904,0.018028482,0.019605168,0.021177746,0.022750767,0.024327009,0.025899587,0
01/06/1950,-0.006716378,-0.008379655,-0.01004125,-0.011704527,-0.013367803,-0.015029399,-0.016694356,-0.018355952,-0.020018806,-0.021682505,-0.023344101,0
01/07/1950,0.00347797,0.004100832,0.004722847,0.005345709,0.005968571,0.006590586,0.007214294,0.007836309,0.008454507,0.009082033,0.009704048,0
01/08/1950,0.009935098,0.012958133,0.015979132,0.019002166,0.022025201,0.025046199,0.02807127,0.031092268,0.034114303,0.037138337,0.040159336,0
01/09/1950,0.015192208,0.018092893,0.020989921,0.023890606,0.026791291,0.029688319,0.03259266,0.035489688,0.038388033,0.041291058,0.044188086,0
01/10/1950,0.007967895,0.007422234,0.006874396,0.006328735,0.005783075,0.005235237,0.004691755,0.004143916,0.003596431,0.003052596,0.002504757,0.018181818
01/11/1950,-0.012006399,-0.009884397,-0.007759373,-0.005637371,-0.003515369,-0.001390345,0.000728636,0.002853659,0.004976606,0.007097664,0.009222687,0
01/12/1950,-0.005018498,-0.001926383,0.001166815,0.004258929,0.007351044,0.010444242,0.013535274,0.016628471,0.01972048,0.022812701,0.025905899,0
01/01/1951,-0.002397285,0.003910733,0.01022025,0.016528268,0.022836286,0.029145803,0.035452323,0.04176184,0.048072198,0.054377876,0.060687393,0.017857143
01/02/1951,-0.01137062,-0.007454293,-0.003535102,0.000381225,0.004297552,0.008216743,0.012130206,0.016049397,0.019969698,0.023882051,0.027801242,0
01/03/1951,0.003833082,0.002015593,0.000196136,-0.001621353,-0.003438842,-0.005258299,-0.007073821,-0.008893278,-0.010710069,-0.012528256,-0.014347713,0.01754386
01/04/1951,-0.008556553,-0.003434086,0.001690153,0.00681262,0.011935086,0.017059325,0.02218002,0.027304259,0.032426148,0.037549192,0.042673431,0
01/05/1951,-0.004664353,-0.004928479,-0.005191887,-0.005456013,-0.005720139,-0.005983546,-0.006248391,-0.006511798,-0.006777203,-0.00704005,-0.007303458,0.034482759
01/06/1951,-0.001730098,-0.002916587,-0.00410219,-0.005288679,-0.006475168,-0.007660772,-0.008848146,-0.01003375,-0.011217968,-0.012406728,-0.013592331,0
01/07/1951,0.007919952,0.00928561,0.010651014,0.012016672,0.013382331,0.014747735,0.016113648,0.017479052,0.018847508,0.020210368,0.021575772,0.016666667
01/08/1951,-0.000730538,0.002391461,0.005515636,0.008637635,0.011759634,0.014883809,0.018003632,0.021127807,0.024251599,0.027371805,0.03049598,0
01/09/1951,-0.000709382,0.000870729,0.002450141,0.004030252,0.005610362,0.007189775,0.008770583,0.010349996,0.011927326,0.013510217,0.015089629,0.016393443
01/10/1951,-0.000387851,-0.000790942,-0.001193797,-0.001596888,-0.001999979,-0.002402834,-0.002806162,-0.003209017,-0.003612065,-0.004015199,-0.004418054,0.016129032
01/11/1951,-0.014067362,-0.014888317,-0.015707247,-0.016528202,-0.017349156,-0.018168086,-0.018991064,-0.019809995,-0.020627083,-0.021451903,-0.022270834,0
01/12/1951,-0.014762555,-0.010927138,-0.007088774,-0.003253357,0.00058206,0.004420424,0.008252894,0.012091258,0.015934265,0.019762092,0.023600456,0
01/01/1952,0.003237796,0.003122693,0.003007133,0.00289203,0.002776927,0.002661366,0.002546721,0.002431161,0.002318882,0.002200955,0.002085394,0.031746032
01/02/1952,-0.014975549,-0.014997277,-0.015015001,-0.015036728,-0.015058456,-0.01507618,-0.015101911,-0.015119635,-0.015138164,-0.01516309,-0.015180814,0
01/03/1952,0.005220869,0.005570037,0.005916987,0.006266154,0.006615322,0.006962272,0.007313656,0.007660607,0.00801016,0.008358941,0.008705892,0
01/04/1952,0.011898897,0.009962174,0.008024621,0.006087898,0.004151175,0.002213622,0.000277728,-0.001659825,-0.003598856,-0.005533272,-0.007470824,0.015384615
01/05/1952,-0.010747919,-0.00908232,-0.007411589,-0.00574599,-0.004080391,-0.002409659,-0.000749193,0.000921539,0.002595692,0.004252737,0.005923468,0
01/06/1952,-0.007196105,-0.004474359,-0.00175033,0.000971415,0.003693161,0.00641719,0.009136651,0.01186068,0.014588754,0.017304171,0.0200282,0.03030303
01/07/1952,0.005451282,0.00751579,0.00957802,0.011642528,0.013707037,0.015769267,0.017836054,0.019898283,0.021958888,0.0240273,0.02608953,-0.014705882
01/08/1952,0.015892482,0.015119546,0.01434259,0.013569654,0.012796718,0.012019762,0.011250846,0.01047389,0.009693774,0.008928018,0.008151062,0
01/09/1952,-0.002222174,-0.002647143,-0.003072116,-0.003497085,-0.003922055,-0.004347027,-0.004771993,-0.005196966,-0.005621531,-0.006046905,-0.006471877,0
01/10/1952,0.015863268,0.014334344,0.012802832,0.011273908,0.009744984,0.008213472,0.006687135,0.005155623,0.003624015,0.002097775,0.000566263,0.014925373
01/11/1952,0.006643213,0.008643439,0.0106437,0.012643927,0.014644153,0.016644414,0.018644606,0.020644867,0.022645243,0.024645319,0.026645581,0
01/12/1952,-0.003592757,-0.001140932,0.001312583,0.003764407,0.006216231,0.008669746,0.01111988,0.013573395,0.016027365,0.018477044,0.020930559,0
01/01/1953,0.001941616,0.002934753,0.003926242,0.004919379,0.005912517,0.006904006,0.007898792,0.008890281,0.009880385,0.010876556,0.011868045,0
01/02/1953,-0.005562913,-0.004550588,-0.003537183,-0.002524857,-0.001512532,-0.000499127,0.000512118,0.001525523,0.002536423,0.003550174,0.004563579,0
01/03/1953,0.014758989,0.013132744,0.011503096,0.00987685,0.008250604,0.006620956,0.004998113,0.003368465,0.00173815,0.000115974,-0.001513675,0.014705882
01/04/1953,0.005174072,0.002297465,-0.000580595,-0.003457202,-0.006333809,-0.009211869,-0.012087023,-0.014965084,-0.017843615,-0.020718298,-0.023596358,0
01/05/1953,0.005037177,0.004178733,0.003317907,0.002459463,0.001601019,0.000740193,-0.000115868,-0.000976695,-0.001836173,-0.002693582,-0.003554408,0
01/06/1953,-0.00581657,-0.005450486,-0.005083124,-0.00471704,-0.004350957,-0.003983594,-0.00361879,-0.003251428,-0.002884034,-0.002519261,-0.002151898,0.014492754
01/07/1953,0.009584317,0.011403256,0.013222073,0.015041012,0.016859951,0.018678768,0.020497828,0.022316646,0.024136357,0.025954523,0.027773341,0
01/08/1953,-0.001955393,-0.003340709,-0.004724776,-0.006110092,-0.007495409,-0.008879476,-0.010266042,-0.011650109,-0.013035841,-0.014420742,-0.015804808,-0.014285714
01/09/1953,0.035562053,0.033020468,0.030471798,0.027930213,0.025388629,0.022839958,0.02030546,0.017756789,0.015208225,0.01267362,0.01012495,0
01/10/1953,0.003884556,0.006407051,0.008931012,0.011453507,0.013976002,0.016499963,0.019020993,0.021544954,0.024069336,0.026589944,0.029113905,0
01/11/1953,0.007723695,0.008449125,0.009172756,0.009898187,0.010623618,0.011347248,0.012074479,0.01279811,0.013520879,0.014248971,0.014972602,0.014492754
01/12/1953,0.002787712,0.003099871,0.003413318,0.003725476,0.004037635,0.004351082,0.004661952,0.004975399,0.005289823,0.005599716,0.005913163,-0.014285714
01/01/1954,0.003455193,0.007243425,0.011032468,0.0148207,0.018608933,0.022397975,0.026185398,0.02997444,0.033762484,0.037550905,0.041339948,0
01/02/1954,-0.00234489,-0.000215832,0.001914336,0.004043393,0.006172451,0.008302619,0.010430566,0.012560734,0.014690171,0.016818849,0.018949016,0
01/03/1954,0.016446043,0.016907368,0.01736634,0.017827665,0.01828899,0.018747962,0.019211639,0.019670612,0.020130281,0.020593261,0.021052233,0.014492754
01/04/1954,0.016631476,0.017753462,0.018872399,0.019994386,0.021116372,0.022235309,0.023360345,0.024479282,0.025599614,0.026723255,0.027842192,0
01/05/1954,-0.004722349,-0.001099302,0.002524444,0.006147491,0.009770539,0.013394285,0.017016634,0.02064038,0.024262857,0.027886475,0.031510221,0
01/06/1954,0.006040164,0.005821275,0.005601445,0.005382555,0.005163666,0.004943836,0.004725887,0.004506058,0.004286104,0.004068279,0.003848449,0
01/07/1954,0.015706648,0.018231803,0.020755104,0.023280259,0.025805414,0.028328716,0.030855724,0.033379026,0.035901516,0.038429336,0.040952637,0.028571429
01/08/1954,-0.002418639,-0.00109181,0.000236294,0.001563124,0.002889953,0.004218057,0.005543611,0.006871716,0.008198212,0.009525374,0.010853479,-0.013888889
01/09/1954,0.009982257,0.014108494,0.018232994,0.02235923,0.026485466,0.030609966,0.034737938,0.038862439,0.042989733,0.047114911,0.051239411,0
01/10/1954,0.003199776,0.003508549,0.003815738,0.004124512,0.004433285,0.004740474,0.005050831,0.005358021,0.005662809,0.005975567,0.006282756,0.014084507
01/11/1954,-0.004807476,0.000417381,0.005643824,0.01086868,0.016093537,0.02131998,0.02654325,0.031769693,0.036998061,0.042219406,0.047445849,0
01/12/1954,-0.011486366,-0.007068072,-0.002646537,0.001771757,0.006190052,0.010611586,0.015026641,0.019448175,0.023870061,0.028284764,0.032706299,0
01/01/1955,-0.005797071,-0.002515124,0.000767948,0.004049895,0.007331841,0.010614914,0.013895734,0.017178807,0.020461035,0.023742699,0.027025772,0.013888889
01/02/1955,-0.01553725,-0.01414972,-0.012758162,-0.011370632,-0.009983102,-0.008591544,-0.007208041,-0.005816483,-0.004422874,-0.003041423,-0.001649865,-0.01369863
01/03/1955,0.012701588,0.011626777,0.010548944,0.009474133,0.008399322,0.007321488,0.0062497,0.005171866,0.004094968,0.003022244,0.00194441,0.013888889
